,UPDRS_1,UPDRS_2,UPDRS_3,UPDRS_4,HAMA,MADRS,ESAPS,CCFQ,Z_MTS,Z_OTS,Z_PAL,Z_RTI,Z_SWM
severity,-0.16112108771781966,-0.3128338736358449,-0.22495919003027048,0.17057883949446692,0.29278034341904086,0.5314685314685316,-0.10553901046244381,-0.02821979213677502,-0.3076923076923077,0.034965034965034975,0.2027972027972028,-0.16083916083916086,-0.30069930069930073
age,-0.10507897025075194,-0.26362405081672324,0.43937341802787205,0.357799516988394,-0.1763737008548439,0.44755244755244755,0.38940255584418926,-0.11640664256419696,-0.09090909090909093,-0.013986013986013986,0.034965034965034975,0.027972027972027972,-0.1958041958041958
LED,-0.008439494725697222,0.7585018139698745,0.8297947469307686,-0.3605551275463989,-0.017242020003729056,-0.18566888396533884,0.025863030005593583,-0.14407297025126106,-0.016878989451394443,-0.1181529261597611,0.008439494725697222,0.30382181012509996,0.21098736814243052
11d_util,-0.5604211746706771,0.05272481016334465,0.04569483547489869,-0.4909342209840756,0.11640664256419696,0.37762237762237766,0.1710459824736158,0.37038477179517215,-0.20979020979020982,-0.5384615384615385,0.18181818181818185,0.1328671328671329,0.5034965034965035
11d_sprit,-0.4833632631534589,0.0597547848517906,0.08435969626135142,-0.4992551399838056,0.12698906461548762,0.4265734265734266,0.2074387447020447,0.3986045639319472,-0.16083916083916086,-0.6363636363636365,0.22377622377622378,0.17482517482517487,0.44755244755244755
11d_bliss,-0.5288974835954515,0.035149873442229765,0.05272481016334465,-0.3161949219897435,0.04938463623935628,0.44055944055944063,0.24383150693047362,0.3033627654703315,-0.1328671328671329,-0.4755244755244756,0.17482517482517487,0.1258741258741259,0.49650349650349657
11d_insight,-0.43782904271146644,-0.021089924065337856,-0.08435969626135142,-0.2413066509921727,0.11287916854710008,0.43356643356643365,0.10553901046244381,0.4232968820516253,-0.11188811188811189,-0.4545454545454546,0.1188811188811189,0.034965034965034975,0.37762237762237766
11d_dis,-0.15761845537612793,-0.014059949376891905,-0.1195095697035812,-0.45349008548529013,0.13404401264968135,0.3216783216783217,0.15284960135940137,0.23281328512839392,-0.17482517482517487,-0.5454545454545455,0.21678321678321683,0.37762237762237766,0.5594405594405596
11d_imp,0.3467606018274814,0.2390191394071624,-0.12653954439202716,0.178899758494197,0.04938463623935628,-0.5104895104895105,-0.23291367826194492,-0.7619343876929257,-0.013986013986013986,0.5874125874125874,0.15384615384615385,0.006993006993006993,0.013986013986013986
11d_anx,0.2241684698682708,0.1933243039322637,0.18980931658804073,0.2038625154933873,-0.02821979213677502,-0.4755244755244756,0.1419317726908727,-0.45857162222259407,0.2937062937062937,0.06993006993006995,0.1328671328671329,-0.02097902097902098,0.20979020979020982
11d_cimg,-0.25263157894736843,0.28169188710548654,-0.07922584324841808,0.16254233424586606,0.16784871457529513,-0.07355527917552636,0.5432026437475939,-0.18375017174558625,0.33275007246071453,-0.4378290427114664,-0.1331000289842858,-0.024518426391842117,0.416813248661316
11d_eimg,-0.29772374904379717,0.13005453173625012,-0.17574936721114884,0.3453181384887989,0.5855606868380817,0.0,-0.05822841956548623,0.22575833709420015,0.006993006993006993,-0.20979020979020982,-0.3706293706293707,-0.5524475524475525,-0.1958041958041958
11d_av,-0.6024527627709778,0.34798374707807467,-0.14059949376891906,-0.21218343449311738,0.33863750564130024,-0.055944055944055944,0.01091782866852867,0.37391224581226906,-0.18181818181818185,-0.32867132867132864,-0.4265734265734266,-0.31468531468531474,0.07692307692307693
