"measure","tp","pred","pearson_cor","spearman_rho","kendall_tau","pearson_p","spearman_p","kendall_p","pearson_sig","spearman_sig","kendall_sig"
"SWMBE8","B7","fivedasc_insight_total",0.057,0.296,0.25,0.859,0.35,0.267,"","",""
"SWMBE8","B7","fivedasc_dis_total",0.214,0.25,0.219,0.504,0.432,0.332,"","",""
"SWMBE8","B7","fivedasc_imp_total",-0.079,-0.12,-0.094,0.808,0.71,0.677,"","",""
"SWMBE8","B7","fivedasc_anx_total",0.298,0.258,0.156,0.346,0.419,0.488,"","",""
"SWMBE8","B7","fivedasc_cimg_total",0.425,0.548,0.457,0.168,0.065,0.044,"","","*"
"SWMBE8","B7","fivedasc_eimg_total",-0.209,-0.028,-0.094,0.515,0.931,0.677,"","",""
"SWMBE8","B7","fivedasc_av_total",-0.156,0.113,0.063,0.629,0.727,0.782,"","",""
"SWMBE8","B7","fivedasc_per_total",0.204,0.353,0.25,0.525,0.261,0.267,"","",""
"SWMBE8","B7","boundlessMean",0.156,0.36,0.313,0.627,0.251,0.166,"","",""
"SWMBE8","B7","anxiousEgoMean",0.268,0.469,0.344,0.399,0.124,0.127,"","",""
"SWMBE8","B7","visionaryMean",0.05,0.307,0.188,0.877,0.332,0.405,"","",""
"SWMBE8","bsl","age",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE8","bsl","LED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE8","bsl","severity",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE8","bsl","fivedasc_util_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE8","bsl","fivedasc_sprit_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE8","bsl","fivedasc_bliss_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE8","bsl","fivedasc_insight_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE8","bsl","fivedasc_dis_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE8","bsl","fivedasc_imp_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE8","bsl","fivedasc_anx_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE8","bsl","fivedasc_cimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE8","bsl","fivedasc_eimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE8","bsl","fivedasc_av_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE8","bsl","fivedasc_per_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE8","bsl","boundlessMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE8","bsl","anxiousEgoMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMBE8","bsl","visionaryMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMS","A7","age",0.57,0.446,0.349,0.053,0.146,0.136,"","",""
"SWMS","A7","LED",0.361,0.21,0.159,0.341,0.588,0.581,"","",""
"SWMS","A7","severity",0.354,0.371,0.315,0.258,0.236,0.177,"","",""
"SWMS","A7","fivedasc_util_total",0.411,0.446,0.315,0.185,0.146,0.177,"","",""
"SWMS","A7","fivedasc_sprit_total",0.453,0.457,0.315,0.139,0.135,0.177,"","",""
"SWMS","A7","fivedasc_bliss_total",0.469,0.475,0.349,0.124,0.119,0.136,"","",""
"SWMS","A7","fivedasc_insight_total",0.462,0.371,0.282,0.131,0.236,0.227,"","",""
"SWMS","A7","fivedasc_dis_total",0.447,0.363,0.249,0.145,0.246,0.287,"","",""
"SWMS","A7","fivedasc_imp_total",0.055,-0.014,-0.017,0.865,0.965,0.943,"","",""
"SWMS","A7","fivedasc_anx_total",0.12,0.097,0.083,0.711,0.764,0.723,"","",""
"SWMS","A7","fivedasc_cimg_total",-0.004,-0.059,-0.067,0.99,0.854,0.776,"","",""
"SWMS","A7","fivedasc_eimg_total",-0.172,-0.191,-0.149,0.593,0.553,0.523,"","",""
"SWMS","A7","fivedasc_av_total",-0.249,-0.198,-0.149,0.436,0.537,0.523,"","",""
"SWMS","A7","fivedasc_per_total",0.138,0.378,0.249,0.668,0.226,0.287,"","",""
"SWMS","A7","boundlessMean",0.46,0.414,0.282,0.132,0.181,0.227,"","",""
"SWMS","A7","anxiousEgoMean",0.403,0.457,0.349,0.194,0.135,0.136,"","",""
"SWMS","A7","visionaryMean",-0.106,-0.065,-0.05,0.742,0.841,0.831,"","",""
"SWMS","B30","age",0.481,0.336,0.254,0.113,0.285,0.265,"","",""
"SWMS","B30","LED",0.546,0.391,0.339,0.129,0.299,0.234,"","",""
"SWMS","B30","severity",0.264,0.322,0.222,0.406,0.307,0.329,"","",""
"SWMS","B30","fivedasc_util_total",0.369,0.379,0.222,0.238,0.225,0.329,"","",""
"SWMS","B30","fivedasc_sprit_total",0.469,0.481,0.35,0.124,0.113,0.125,"","",""
"SWMS","B30","fivedasc_bliss_total",0.422,0.404,0.286,0.172,0.193,0.21,"","",""
"SWMS","B30","fivedasc_insight_total",0.33,0.336,0.254,0.295,0.285,0.265,"","",""
"SWMS","B30","fivedasc_dis_total",0.447,0.386,0.286,0.146,0.215,0.21,"","",""
"SWMS","B30","fivedasc_imp_total",-0.084,-0.035,-0.064,0.795,0.913,0.78,"","",""
"SWMS","B30","fivedasc_anx_total",0.031,0.025,0,0.925,0.939,1,"","",""
"SWMS","B30","fivedasc_cimg_total",-0.159,-0.179,-0.144,0.621,0.578,0.53,"","",""
"SWMS","B30","fivedasc_eimg_total",-0.548,-0.492,-0.381,0.065,0.104,0.094,"","",""
"SWMS","B30","fivedasc_av_total",-0.336,-0.301,-0.254,0.286,0.342,0.265,"","",""
"SWMS","B30","fivedasc_per_total",0.186,0.421,0.286,0.562,0.173,0.21,"","",""
"SWMS","B30","boundlessMean",0.409,0.389,0.254,0.186,0.211,0.265,"","",""
"SWMS","B30","anxiousEgoMean",0.307,0.432,0.318,0.332,0.161,0.163,"","",""
"SWMS","B30","visionaryMean",-0.308,-0.248,-0.222,0.331,0.437,0.329,"","",""
"SWMS","B7","age",0.096,0.067,0.031,0.766,0.836,0.89,"","",""
"SWMS","B7","LED",0.291,0.069,0,0.447,0.861,1,"","",""
"SWMS","B7","severity",0.179,0.25,0.219,0.578,0.432,0.332,"","",""
"SWMS","B7","fivedasc_util_total",0.392,0.441,0.375,0.208,0.151,0.096,"","",""
"SWMS","B7","fivedasc_sprit_total",0.301,0.335,0.281,0.342,0.287,0.212,"","",""
"SWMS","B7","fivedasc_bliss_total",0.371,0.416,0.344,0.235,0.178,0.127,"","",""
"SWMS","B7","fivedasc_insight_total",0.512,0.409,0.344,0.089,0.187,0.127,"","",""
"SWMS","B7","fivedasc_dis_total",0.516,0.452,0.375,0.086,0.141,0.096,"","",""
"SWMS","B7","fivedasc_imp_total",0.266,0.018,0.031,0.404,0.957,0.89,"","",""
"SWMS","B7","fivedasc_anx_total",0.08,-0.053,-0.031,0.804,0.87,0.89,"","",""
"SWMS","B7","fivedasc_cimg_total",0.013,-0.196,-0.142,0.968,0.541,0.532,"","",""
"SWMS","B7","fivedasc_eimg_total",0.28,0.162,0.125,0.378,0.614,0.579,"","",""
"SWMS","B7","fivedasc_av_total",0.037,0.021,0,0.909,0.948,1,"","",""
"SWMS","B7","fivedasc_per_total",0.368,0.441,0.344,0.239,0.151,0.127,"","",""
"SWMS","B7","boundlessMean",0.401,0.37,0.344,0.196,0.236,0.127,"","",""
"SWMS","B7","anxiousEgoMean",0.514,0.314,0.219,0.087,0.32,0.332,"","",""
"SWMS","B7","visionaryMean",0.26,0.233,0.125,0.415,0.466,0.579,"","",""
"SWMS","bsl","age",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMS","bsl","LED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMS","bsl","severity",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMS","bsl","fivedasc_util_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMS","bsl","fivedasc_sprit_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMS","bsl","fivedasc_bliss_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMS","bsl","fivedasc_insight_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMS","bsl","fivedasc_dis_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMS","bsl","fivedasc_imp_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMS","bsl","fivedasc_anx_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMS","bsl","fivedasc_cimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMS","bsl","fivedasc_eimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMS","bsl","fivedasc_av_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMS","bsl","fivedasc_per_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMS","bsl","boundlessMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMS","bsl","anxiousEgoMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"SWMS","bsl","visionaryMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_MTS","A7","age",0.578,0.517,0.333,0.049,0.089,0.153,"*","",""
"Z_MTS","A7","LED",-0.352,-0.287,-0.203,0.353,0.454,0.458,"","",""
"Z_MTS","A7","severity",0.512,0.469,0.333,0.089,0.127,0.153,"","",""
"Z_MTS","A7","fivedasc_util_total",0.233,0.231,0.152,0.466,0.471,0.545,"","",""
"Z_MTS","A7","fivedasc_sprit_total",0.287,0.273,0.152,0.365,0.391,0.545,"","",""
"Z_MTS","A7","fivedasc_bliss_total",0.329,0.392,0.273,0.297,0.21,0.25,"","",""
"Z_MTS","A7","fivedasc_insight_total",0.419,0.469,0.303,0.175,0.127,0.197,"","",""
"Z_MTS","A7","fivedasc_dis_total",0.148,0.154,0.091,0.646,0.635,0.737,"","",""
"Z_MTS","A7","fivedasc_imp_total",-0.428,-0.406,-0.303,0.165,0.193,0.197,"","",""
"Z_MTS","A7","fivedasc_anx_total",-0.184,-0.133,-0.212,0.567,0.683,0.381,"","",""
"Z_MTS","A7","fivedasc_cimg_total",0.062,0.116,0.046,0.848,0.721,0.837,"","",""
"Z_MTS","A7","fivedasc_eimg_total",0.281,0.336,0.273,0.376,0.287,0.25,"","",""
"Z_MTS","A7","fivedasc_av_total",-0.035,-0.049,-0.03,0.914,0.886,0.947,"","",""
"Z_MTS","A7","fivedasc_per_total",0.14,0.287,0.121,0.663,0.366,0.638,"","",""
"Z_MTS","A7","boundlessMean",0.324,0.28,0.182,0.304,0.379,0.459,"","",""
"Z_MTS","A7","anxiousEgoMean",-0.143,-0.021,0,0.657,0.956,1,"","",""
"Z_MTS","A7","visionaryMean",0.165,0.238,0.152,0.608,0.457,0.545,"","",""
"Z_MTS","B30","age",0.033,0.014,-0.03,0.919,0.974,0.947,"","",""
"Z_MTS","B30","LED",-0.455,-0.118,-0.145,0.218,0.762,0.596,"","",""
"Z_MTS","B30","severity",0.728,0.636,0.455,0.007,0.03,0.045,"**","*","*"
"Z_MTS","B30","fivedasc_util_total",0.054,0.105,0.091,0.867,0.749,0.737,"","",""
"Z_MTS","B30","fivedasc_sprit_total",0.171,0.252,0.152,0.594,0.43,0.545,"","",""
"Z_MTS","B30","fivedasc_bliss_total",0.135,0.189,0.152,0.676,0.558,0.545,"","",""
"Z_MTS","B30","fivedasc_insight_total",0.317,0.371,0.242,0.315,0.237,0.311,"","",""
"Z_MTS","B30","fivedasc_dis_total",0.222,0.294,0.152,0.489,0.354,0.545,"","",""
"Z_MTS","B30","fivedasc_imp_total",-0.031,0.168,0.121,0.924,0.604,0.638,"","",""
"Z_MTS","B30","fivedasc_anx_total",-0.052,0.175,0.152,0.872,0.588,0.545,"","",""
"Z_MTS","B30","fivedasc_cimg_total",0.092,0.224,0.168,0.775,0.484,0.45,"","",""
"Z_MTS","B30","fivedasc_eimg_total",0.271,0.462,0.394,0.394,0.134,0.086,"","",""
"Z_MTS","B30","fivedasc_av_total",0.012,0.021,0.091,0.97,0.956,0.737,"","",""
"Z_MTS","B30","fivedasc_per_total",0.075,0.175,0.061,0.817,0.588,0.841,"","",""
"Z_MTS","B30","boundlessMean",0.172,0.175,0.121,0.594,0.588,0.638,"","",""
"Z_MTS","B30","anxiousEgoMean",0.124,0.259,0.242,0.701,0.417,0.311,"","",""
"Z_MTS","B30","visionaryMean",0.162,0.105,0.03,0.614,0.749,0.947,"","",""
"Z_MTS","B7","age",0.025,-0.091,-0.061,0.937,0.783,0.841,"","",""
"Z_MTS","B7","LED",-0.144,-0.017,-0.029,0.711,0.966,0.916,"","",""
"Z_MTS","B7","severity",-0.24,-0.308,-0.182,0.453,0.331,0.459,"","",""
"Z_MTS","B7","fivedasc_util_total",-0.161,-0.21,-0.182,0.616,0.514,0.459,"","",""
"Z_MTS","B7","fivedasc_sprit_total",-0.08,-0.161,-0.121,0.804,0.619,0.638,"","",""
"Z_MTS","B7","fivedasc_bliss_total",-0.151,-0.133,-0.121,0.64,0.683,0.638,"","",""
"Z_MTS","B7","fivedasc_insight_total",0.024,-0.112,-0.091,0.941,0.733,0.737,"","",""
"Z_MTS","B7","fivedasc_dis_total",-0.271,-0.175,-0.121,0.395,0.588,0.638,"","",""
"Z_MTS","B7","fivedasc_imp_total",-0.048,-0.014,-0.03,0.883,0.974,0.947,"","",""
"Z_MTS","B7","fivedasc_anx_total",0.296,0.294,0.182,0.351,0.354,0.459,"","",""
"Z_MTS","B7","fivedasc_cimg_total",0.329,0.333,0.29,0.297,0.291,0.192,"","",""
"Z_MTS","B7","fivedasc_eimg_total",-0.094,0.007,0,0.77,0.991,1,"","",""
"Z_MTS","B7","fivedasc_av_total",-0.196,-0.182,-0.121,0.541,0.573,0.638,"","",""
"Z_MTS","B7","fivedasc_per_total",-0.139,-0.224,-0.152,0.667,0.485,0.545,"","",""
"Z_MTS","B7","boundlessMean",-0.097,-0.161,-0.152,0.765,0.619,0.545,"","",""
"Z_MTS","B7","anxiousEgoMean",-0.073,0.084,0.03,0.822,0.8,0.947,"","",""
"Z_MTS","B7","visionaryMean",-0.069,0.028,0,0.831,0.939,1,"","",""
"Z_MTS","bsl","age",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_MTS","bsl","LED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_MTS","bsl","severity",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_MTS","bsl","fivedasc_util_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_MTS","bsl","fivedasc_sprit_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_MTS","bsl","fivedasc_bliss_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_MTS","bsl","fivedasc_insight_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_MTS","bsl","fivedasc_dis_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_MTS","bsl","fivedasc_imp_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_MTS","bsl","fivedasc_anx_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_MTS","bsl","fivedasc_cimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_MTS","bsl","fivedasc_eimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_MTS","bsl","fivedasc_av_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_MTS","bsl","fivedasc_per_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_MTS","bsl","boundlessMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_MTS","bsl","anxiousEgoMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_MTS","bsl","visionaryMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_OTS","A7","age",0.324,0.441,0.303,0.305,0.154,0.197,"","",""
"Z_OTS","A7","LED",-0.153,-0.169,-0.145,0.694,0.664,0.596,"","",""
"Z_OTS","A7","severity",0.208,0.294,0.182,0.516,0.354,0.459,"","",""
"Z_OTS","A7","fivedasc_util_total",0.166,0.077,0.061,0.607,0.817,0.841,"","",""
"Z_OTS","A7","fivedasc_sprit_total",0.092,0.042,0,0.776,0.904,1,"","",""
"Z_OTS","A7","fivedasc_bliss_total",0.19,0.238,0.182,0.555,0.457,0.459,"","",""
"Z_OTS","A7","fivedasc_insight_total",0.093,0.238,0.212,0.775,0.457,0.381,"","",""
"Z_OTS","A7","fivedasc_dis_total",0.045,-0.077,-0.061,0.889,0.817,0.841,"","",""
"Z_OTS","A7","fivedasc_imp_total",-0.381,-0.301,-0.212,0.222,0.342,0.381,"","",""
"Z_OTS","A7","fivedasc_anx_total",-0.572,-0.462,-0.303,0.052,0.134,0.197,"","",""
"Z_OTS","A7","fivedasc_cimg_total",-0.244,-0.28,-0.229,0.444,0.378,0.303,"","",""
"Z_OTS","A7","fivedasc_eimg_total",-0.154,-0.161,-0.121,0.633,0.619,0.638,"","",""
"Z_OTS","A7","fivedasc_av_total",-0.072,-0.182,-0.121,0.823,0.573,0.638,"","",""
"Z_OTS","A7","fivedasc_per_total",0.398,0.245,0.152,0.2,0.444,0.545,"","",""
"Z_OTS","A7","boundlessMean",0.14,0.119,0.091,0.664,0.716,0.737,"","",""
"Z_OTS","A7","anxiousEgoMean",-0.386,-0.385,-0.273,0.215,0.218,0.25,"","",""
"Z_OTS","A7","visionaryMean",-0.006,-0.063,-0.061,0.985,0.852,0.841,"","",""
"Z_OTS","B30","age",-0.117,0.049,0,0.716,0.886,1,"","",""
"Z_OTS","B30","LED",-0.552,-0.532,-0.493,0.123,0.141,0.072,"","",""
"Z_OTS","B30","severity",0.153,0.238,0.182,0.635,0.457,0.459,"","",""
"Z_OTS","B30","fivedasc_util_total",-0.334,-0.182,-0.182,0.289,0.573,0.459,"","",""
"Z_OTS","B30","fivedasc_sprit_total",-0.347,-0.133,-0.121,0.268,0.683,0.638,"","",""
"Z_OTS","B30","fivedasc_bliss_total",-0.301,-0.154,-0.182,0.342,0.635,0.459,"","",""
"Z_OTS","B30","fivedasc_insight_total",-0.489,-0.161,-0.212,0.106,0.619,0.381,"","",""
"Z_OTS","B30","fivedasc_dis_total",-0.27,-0.259,-0.121,0.396,0.417,0.638,"","",""
"Z_OTS","B30","fivedasc_imp_total",0.045,-0.042,-0.091,0.889,0.904,0.737,"","",""
"Z_OTS","B30","fivedasc_anx_total",-0.136,-0.287,-0.182,0.674,0.366,0.459,"","",""
"Z_OTS","B30","fivedasc_cimg_total",0.056,0.046,0.076,0.862,0.888,0.731,"","",""
"Z_OTS","B30","fivedasc_eimg_total",-0.281,-0.28,-0.242,0.377,0.379,0.311,"","",""
"Z_OTS","B30","fivedasc_av_total",-0.181,0.042,0.121,0.572,0.904,0.638,"","",""
"Z_OTS","B30","fivedasc_per_total",-0.335,-0.14,-0.152,0.287,0.667,0.545,"","",""
"Z_OTS","B30","boundlessMean",-0.374,-0.126,-0.152,0.231,0.7,0.545,"","",""
"Z_OTS","B30","anxiousEgoMean",-0.243,-0.42,-0.273,0.446,0.177,0.25,"","",""
"Z_OTS","B30","visionaryMean",-0.281,-0.238,-0.182,0.377,0.457,0.459,"","",""
"Z_OTS","B7","age",-0.253,-0.014,-0.03,0.427,0.974,0.947,"","",""
"Z_OTS","B7","LED",-0.013,-0.118,-0.145,0.973,0.762,0.596,"","",""
"Z_OTS","B7","severity",0.232,0.035,0.03,0.468,0.921,0.947,"","",""
"Z_OTS","B7","fivedasc_util_total",-0.404,-0.538,-0.394,0.193,0.075,0.086,"","",""
"Z_OTS","B7","fivedasc_sprit_total",-0.504,-0.636,-0.455,0.094,0.03,0.045,"","*","*"
"Z_OTS","B7","fivedasc_bliss_total",-0.399,-0.476,-0.394,0.199,0.121,0.086,"","",""
"Z_OTS","B7","fivedasc_insight_total",-0.228,-0.455,-0.303,0.476,0.14,0.197,"","",""
"Z_OTS","B7","fivedasc_dis_total",-0.435,-0.545,-0.333,0.157,0.071,0.153,"","",""
"Z_OTS","B7","fivedasc_imp_total",0.551,0.587,0.364,0.063,0.049,0.116,"","*",""
"Z_OTS","B7","fivedasc_anx_total",-0.004,0.07,0.091,0.991,0.834,0.737,"","",""
"Z_OTS","B7","fivedasc_cimg_total",-0.303,-0.438,-0.321,0.338,0.155,0.149,"","",""
"Z_OTS","B7","fivedasc_eimg_total",0.097,-0.21,-0.212,0.765,0.514,0.381,"","",""
"Z_OTS","B7","fivedasc_av_total",-0.129,-0.329,-0.212,0.69,0.297,0.381,"","",""
"Z_OTS","B7","fivedasc_per_total",-0.209,-0.35,-0.242,0.515,0.266,0.311,"","",""
"Z_OTS","B7","boundlessMean",-0.396,-0.559,-0.424,0.202,0.063,0.063,"","",""
"Z_OTS","B7","anxiousEgoMean",-0.108,-0.266,-0.182,0.739,0.404,0.459,"","",""
"Z_OTS","B7","visionaryMean",-0.164,-0.434,-0.212,0.61,0.161,0.381,"","",""
"Z_OTS","bsl","age",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_OTS","bsl","LED",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_OTS","bsl","severity",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_OTS","bsl","fivedasc_util_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_OTS","bsl","fivedasc_sprit_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_OTS","bsl","fivedasc_bliss_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_OTS","bsl","fivedasc_insight_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_OTS","bsl","fivedasc_dis_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_OTS","bsl","fivedasc_imp_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_OTS","bsl","fivedasc_anx_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_OTS","bsl","fivedasc_cimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_OTS","bsl","fivedasc_eimg_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_OTS","bsl","fivedasc_av_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_OTS","bsl","fivedasc_per_total",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_OTS","bsl","boundlessMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_OTS","bsl","anxiousEgoMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_OTS","bsl","visionaryMean",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Z_PAL","A7","age",0.254,0.028,0.091,0.427,0.939,0.737,"","",""
"Z_PAL","A7","LED",0.458,0.354,0.203,0.215,0.349,0.458,"","",""
"Z_PAL","A7","severity",0.035,0.084,0.091,0.915,0.8,0.737,"","",""
"Z_PAL","A7","fivedasc_util_total",0.084,0.189,0.152,0.795,0.558,0.545,"","",""
"Z_PAL","A7","fivedasc_sprit_total",0.247,0.287,0.212,0.439,0.366,0.381,"","",""
"Z_PAL","A7","fivedasc_bliss_total",0.055,0.147,0.091,0.866,0.651,0.737,"","",""
"Z_PAL","A7","fivedasc_insight_total",0.188,0.014,0,0.559,0.974,1,"","",""
"Z_PAL","A7","fivedasc_dis_total",0.299,0.371,0.273,0.345,0.237,0.25,"","",""
"Z_PAL","A7","fivedasc_imp_total",0.4,0.357,0.242,0.197,0.256,0.311,"","",""
"Z_PAL","A7","fivedasc_anx_total",0.501,0.455,0.333,0.097,0.14,0.153,"","",""
"Z_PAL","A7","fivedasc_cimg_total",0.194,0.249,0.198,0.546,0.436,0.372,"","",""
"Z_PAL","A7","fivedasc_eimg_total",-0.45,-0.322,-0.212,0.142,0.308,0.381,"","",""
"Z_PAL","A7","fivedasc_av_total",-0.483,-0.378,-0.273,0.111,0.227,0.25,"","",""
"Z_PAL","A7","fivedasc_per_total",-0.236,-0.049,-0.061,0.46,0.886,0.841,"","",""
"Z_PAL","A7","boundlessMean",0.145,0.182,0.121,0.653,0.573,0.638,"","",""
"Z_PAL","A7","anxiousEgoMean",0.609,0.615,0.485,0.035,0.037,0.031,"*","*","*"
"Z_PAL","A7","visionaryMean",-0.381,-0.322,-0.212,0.222,0.308,0.381,"","",""
"Z_PAL","B30","age",0.356,0.126,0.091,0.256,0.7,0.737,"","",""
"Z_PAL","B30","LED",-0.02,0.101,0.087,0.96,0.795,0.75,"","",""
"Z_PAL","B30","severity",0.018,0.168,0.091,0.956,0.604,0.737,"","",""
"Z_PAL","B30","fivedasc_util_total",-0.159,0.028,0.03,0.622,0.939,0.947,"","",""
"Z_PAL","B30","fivedasc_sprit_total",0.015,0.189,0.152,0.962,0.558,0.545,"","",""
"Z_PAL","B30","fivedasc_bliss_total",-0.19,-0.035,-0.03,0.555,0.921,0.947,"","",""
"Z_PAL","B30","fivedasc_insight_total",-0.05,-0.021,0,0.876,0.956,1,"","",""
"Z_PAL","B30","fivedasc_dis_total",0.327,0.434,0.273,0.299,0.161,0.25,"","",""
"Z_PAL","B30","fivedasc_imp_total",0.054,0.021,0,0.868,0.956,1,"","",""
"Z_PAL","B30","fivedasc_anx_total",0.36,0.301,0.212,0.25,0.342,0.381,"","",""
"Z_PAL","B30","fivedasc_cimg_total",0.081,0.144,0.137,0.801,0.656,0.536,"","",""
"Z_PAL","B30","fivedasc_eimg_total",-0.152,-0.035,-0.03,0.638,0.921,0.947,"","",""
"Z_PAL","B30","fivedasc_av_total",-0.436,-0.371,-0.273,0.156,0.237,0.25,"","",""
"Z_PAL","B30","fivedasc_per_total",-0.242,-0.154,-0.061,0.448,0.635,0.841,"","",""
"Z_PAL","B30","boundlessMean",-0.1,0.042,0.061,0.756,0.904,0.841,"","",""
"Z_PAL","B30","anxiousEgoMean",0.43,0.371,0.242,0.162,0.237,0.311,"","",""
"Z_PAL","B30","visionaryMean",-0.28,-0.259,-0.152,0.378,0.417,0.545,"","",""
"Z_PAL","B7","age",0.214,0.035,0.03,0.504,0.921,0.947,"","",""
"Z_PAL","B7","LED",0.297,0.008,0.029,0.437,0.983,0.916,"","",""
"Z_PAL","B7","severity",0.112,0.203,0.152,0.729,0.528,0.545,"","",""
"Z_PAL","B7","fivedasc_util_total",0.134,0.182,0.152,0.677,0.573,0.545,"","",""
"Z_PAL","B7","fivedasc_sprit_total",0.181,0.224,0.212,0.573,0.485,0.381,"","",""
"Z_PAL","B7","fivedasc_bliss_total",0.098,0.175,0.152,0.762,0.588,0.545,"","",""
"Z_PAL","B7","fivedasc_insight_total",0.295,0.119,0.121,0.352,0.716,0.638,"","",""
"Z_PAL","B7","fivedasc_dis_total",0.148,0.217,0.152,0.646,0.499,0.545,"","",""
"Z_PAL","B7","fivedasc_imp_total",0.283,0.154,0.182,0.372,0.635,0.459,"","",""
"Z_PAL","B7","fivedasc_anx_total",0.211,0.133,0.091,0.511,0.683,0.737,"","",""
"Z_PAL","B7","fivedasc_cimg_total",-0.006,-0.133,-0.107,0.986,0.68,0.63,"","",""
"Z_PAL","B7","fivedasc_eimg_total",-0.304,-0.371,-0.273,0.337,0.237,0.25,"","",""
"Z_PAL","B7","fivedasc_av_total",-0.415,-0.427,-0.333,0.18,0.169,0.153,"","",""
"Z_PAL","B7","fivedasc_per_total",-0.121,0.056,0.061,0.708,0.869,0.841,"","",""
"Z_PAL","B7","boundlessMean",0.178,0.168,0.121,0.579,0.604,0.638,"","",""
"Z_PAL","B7","anxiousEgoMean",0.316,0.315,0.242,0.317,0.319,0.311,"","",""
"Z_PAL","B7","visionaryMean",-0.311,-0.308,-0.273,0.325,0.331,0.25,"","",""
