"measure","tp","pred","pearson_cor","spearman_rho","kendall_tau","pearson_p","spearman_p","kendall_p","pearson_sig","spearman_sig","kendall_sig"
"SWMS","bsl","fivedasc_sprit_total",-0.427,-0.542,-0.413,0.167,0.069,0.07,"","",""
"SWMS","bsl","fivedasc_bliss_total",-0.293,-0.343,-0.254,0.355,0.274,0.265,"","",""
"SWMS","bsl","fivedasc_insight_total",-0.429,-0.428,-0.318,0.164,0.165,0.163,"","",""
"SWMS","bsl","fivedasc_dis_total",-0.575,-0.722,-0.54,0.05,0.008,0.018,"","**","*"
"SWMS","bsl","fivedasc_imp_total",0.38,0.343,0.254,0.223,0.274,0.265,"","",""
"SWMS","bsl","fivedasc_anx_total",-0.128,-0.064,-0.064,0.691,0.844,0.78,"","",""
"SWMS","bsl","fivedasc_cimg_total",-0.097,-0.106,-0.048,0.764,0.742,0.834,"","",""
"SWMS","bsl","fivedasc_eimg_total",-0.275,-0.216,-0.127,0.388,0.5,0.577,"","",""
"SWMS","bsl","fivedasc_av_total",-0.303,-0.184,-0.159,0.339,0.567,0.486,"","",""
"SWMS","bsl","fivedasc_per_total",-0.428,-0.418,-0.35,0.165,0.177,0.125,"","",""
"SWMS","bsl","boundlessMean",-0.385,-0.457,-0.35,0.217,0.136,0.125,"","",""
"SWMS","bsl","anxiousEgoMean",-0.334,-0.485,-0.286,0.288,0.11,0.21,"","",""
"SWMS","bsl","visionaryMean",-0.396,-0.425,-0.381,0.203,0.169,0.094,"","",""
"Z_MTS","A7","age",0.635,0.573,0.455,0.027,0.055,0.045,"*","","*"
"Z_MTS","A7","LED",-0.132,-0.008,0.029,0.736,0.983,0.916,"","",""
"Z_MTS","A7","severity",0.703,0.685,0.515,0.011,0.017,0.021,"*","*","*"
"Z_MTS","A7","fivedasc_util_total",0.486,0.49,0.333,0.109,0.11,0.153,"","",""
"Z_MTS","A7","fivedasc_sprit_total",0.554,0.552,0.394,0.061,0.067,0.086,"","",""
"Z_MTS","A7","fivedasc_bliss_total",0.574,0.587,0.455,0.051,0.049,0.045,"","*","*"
"Z_MTS","A7","fivedasc_insight_total",0.603,0.594,0.424,0.038,0.046,0.063,"*","*",""
"Z_MTS","A7","fivedasc_dis_total",0.519,0.455,0.333,0.084,0.14,0.153,"","",""
"Z_MTS","A7","fivedasc_imp_total",-0.294,-0.238,-0.182,0.354,0.457,0.459,"","",""
"Z_MTS","A7","fivedasc_anx_total",-0.205,-0.063,-0.091,0.523,0.852,0.737,"","",""
"Z_MTS","A7","fivedasc_cimg_total",0.052,0.011,-0.015,0.872,0.974,0.945,"","",""
"Z_MTS","A7","fivedasc_eimg_total",0.14,0.147,0.091,0.665,0.651,0.737,"","",""
"Z_MTS","A7","fivedasc_av_total",-0.071,-0.14,-0.091,0.826,0.667,0.737,"","",""
"Z_MTS","A7","fivedasc_per_total",0.28,0.455,0.303,0.378,0.14,0.197,"","",""
"Z_MTS","A7","boundlessMean",0.569,0.503,0.364,0.054,0.099,0.116,"","",""
"Z_MTS","A7","anxiousEgoMean",0.166,0.294,0.182,0.606,0.354,0.459,"","",""
"Z_MTS","A7","visionaryMean",0.145,0.084,0.091,0.653,0.8,0.737,"","",""
"Z_MTS","B30","age",0.346,0.182,0.121,0.271,0.573,0.638,"","",""
"Z_MTS","B30","LED",-0.169,-0.312,-0.203,0.664,0.413,0.458,"","",""
"Z_MTS","B30","severity",0.834,0.846,0.667,0.001,0.001,0.002,"***","***","**"
"Z_MTS","B30","fivedasc_util_total",0.409,0.524,0.424,0.187,0.084,0.063,"","",""
"Z_MTS","B30","fivedasc_sprit_total",0.512,0.622,0.485,0.089,0.035,0.031,"","*","*"
"Z_MTS","B30","fivedasc_bliss_total",0.487,0.594,0.424,0.108,0.046,0.063,"","*",""
"Z_MTS","B30","fivedasc_insight_total",0.563,0.706,0.576,0.057,0.013,0.009,"","*","**"
"Z_MTS","B30","fivedasc_dis_total",0.585,0.657,0.485,0.046,0.024,0.031,"*","*","*"
"Z_MTS","B30","fivedasc_imp_total",-0.07,-0.091,-0.091,0.828,0.783,0.737,"","",""
"Z_MTS","B30","fivedasc_anx_total",-0.136,-0.175,-0.121,0.674,0.588,0.638,"","",""
"Z_MTS","B30","fivedasc_cimg_total",0.068,0.074,0.076,0.834,0.82,0.731,"","",""
"Z_MTS","B30","fivedasc_eimg_total",0.124,0.217,0.182,0.7,0.499,0.459,"","",""
"Z_MTS","B30","fivedasc_av_total",-0.049,0.042,0,0.881,0.904,1,"","",""
"Z_MTS","B30","fivedasc_per_total",0.255,0.608,0.455,0.423,0.04,0.045,"","*","*"
"Z_MTS","B30","boundlessMean",0.504,0.573,0.455,0.094,0.055,0.045,"","","*"
"Z_MTS","B30","anxiousEgoMean",0.333,0.28,0.212,0.29,0.379,0.381,"","",""
"Z_MTS","B30","visionaryMean",0.142,0.175,0.182,0.659,0.588,0.459,"","",""
"Z_MTS","B7","age",0.513,0.441,0.303,0.088,0.154,0.197,"","",""
"Z_MTS","B7","LED",-0.019,-0.211,-0.203,0.961,0.586,0.458,"","",""
"Z_MTS","B7","severity",0.445,0.503,0.303,0.147,0.099,0.197,"","",""
"Z_MTS","B7","fivedasc_util_total",0.423,0.42,0.242,0.171,0.177,0.311,"","",""
"Z_MTS","B7","fivedasc_sprit_total",0.555,0.483,0.303,0.061,0.115,0.197,"","",""
"Z_MTS","B7","fivedasc_bliss_total",0.485,0.566,0.364,0.11,0.059,0.116,"","",""
"Z_MTS","B7","fivedasc_insight_total",0.607,0.524,0.333,0.036,0.084,0.153,"*","",""
"Z_MTS","B7","fivedasc_dis_total",0.454,0.371,0.303,0.138,0.237,0.197,"","",""
"Z_MTS","B7","fivedasc_imp_total",-0.123,-0.133,-0.091,0.704,0.683,0.737,"","",""
"Z_MTS","B7","fivedasc_anx_total",0.103,0.063,0.121,0.749,0.852,0.638,"","",""
"Z_MTS","B7","fivedasc_cimg_total",0.321,0.329,0.26,0.309,0.296,0.243,"","",""
"Z_MTS","B7","fivedasc_eimg_total",-0.117,0.007,0,0.717,0.991,1,"","",""
"Z_MTS","B7","fivedasc_av_total",-0.258,-0.182,-0.061,0.419,0.573,0.841,"","",""
"Z_MTS","B7","fivedasc_per_total",0.197,0.378,0.212,0.539,0.227,0.381,"","",""
"Z_MTS","B7","boundlessMean",0.529,0.469,0.273,0.077,0.127,0.25,"","",""
"Z_MTS","B7","anxiousEgoMean",0.333,0.336,0.273,0.291,0.287,0.25,"","",""
"Z_MTS","B7","visionaryMean",0.02,0.091,0.061,0.951,0.783,0.841,"","",""
"Z_MTS","bsl","age",0.474,0.308,0.242,0.12,0.331,0.311,"","",""
"Z_MTS","bsl","LED",0.106,0.051,-0.029,0.786,0.897,0.916,"","",""
"Z_MTS","bsl","severity",0.638,0.622,0.485,0.026,0.035,0.031,"*","*","*"
"Z_MTS","bsl","fivedasc_util_total",0.548,0.657,0.485,0.065,0.024,0.031,"","*","*"
"Z_MTS","bsl","fivedasc_sprit_total",0.606,0.706,0.545,0.037,0.013,0.014,"*","*","*"
"Z_MTS","bsl","fivedasc_bliss_total",0.599,0.706,0.545,0.04,0.013,0.014,"*","*","*"
"Z_MTS","bsl","fivedasc_insight_total",0.565,0.65,0.515,0.055,0.026,0.021,"","*","*"
"Z_MTS","bsl","fivedasc_dis_total",0.673,0.643,0.485,0.016,0.028,0.031,"*","*","*"
"Z_MTS","bsl","fivedasc_imp_total",-0.077,-0.049,-0.03,0.811,0.886,0.947,"","",""
"Z_MTS","bsl","fivedasc_anx_total",-0.155,-0.084,-0.061,0.63,0.8,0.841,"","",""
"Z_MTS","bsl","fivedasc_cimg_total",0.026,0.032,0.015,0.935,0.923,0.945,"","",""
"Z_MTS","bsl","fivedasc_eimg_total",-0.032,-0.126,-0.121,0.922,0.7,0.638,"","",""
"Z_MTS","bsl","fivedasc_av_total",-0.08,-0.098,-0.061,0.806,0.766,0.841,"","",""
"Z_MTS","bsl","fivedasc_per_total",0.311,0.622,0.515,0.326,0.035,0.021,"","*","*"
"Z_MTS","bsl","boundlessMean",0.595,0.664,0.515,0.041,0.022,0.021,"*","*","*"
"Z_MTS","bsl","anxiousEgoMean",0.384,0.455,0.273,0.217,0.14,0.25,"","",""
"Z_MTS","bsl","visionaryMean",0.079,0.042,0.061,0.807,0.904,0.841,"","",""
"Z_OTS","A7","age",0.599,0.552,0.424,0.039,0.067,0.063,"*","",""
"Z_OTS","A7","LED",-0.137,-0.262,-0.203,0.726,0.496,0.458,"","",""
"Z_OTS","A7","severity",0.427,0.406,0.303,0.166,0.193,0.197,"","",""
"Z_OTS","A7","fivedasc_util_total",0.175,0.196,0.182,0.586,0.543,0.459,"","",""
"Z_OTS","A7","fivedasc_sprit_total",0.094,0.14,0.121,0.771,0.667,0.638,"","",""
"Z_OTS","A7","fivedasc_bliss_total",0.244,0.371,0.303,0.444,0.237,0.197,"","",""
"Z_OTS","A7","fivedasc_insight_total",0.188,0.371,0.273,0.558,0.237,0.25,"","",""
"Z_OTS","A7","fivedasc_dis_total",0.152,0.112,0.061,0.638,0.733,0.841,"","",""
"Z_OTS","A7","fivedasc_imp_total",-0.227,-0.196,-0.152,0.478,0.543,0.545,"","",""
"Z_OTS","A7","fivedasc_anx_total",-0.423,-0.266,-0.242,0.171,0.404,0.311,"","",""
"Z_OTS","A7","fivedasc_cimg_total",-0.237,-0.182,-0.168,0.458,0.571,0.45,"","",""
"Z_OTS","A7","fivedasc_eimg_total",-0.049,-0.021,-0.061,0.88,0.956,0.841,"","",""
"Z_OTS","A7","fivedasc_av_total",-0.213,-0.21,-0.182,0.506,0.514,0.459,"","",""
"Z_OTS","A7","fivedasc_per_total",0.342,0.378,0.273,0.276,0.227,0.25,"","",""
"Z_OTS","A7","boundlessMean",0.181,0.217,0.212,0.573,0.499,0.381,"","",""
"Z_OTS","A7","anxiousEgoMean",-0.179,-0.091,-0.091,0.578,0.783,0.737,"","",""
"Z_OTS","A7","visionaryMean",-0.033,0.049,0,0.918,0.886,1,"","",""
"Z_OTS","B30","age",0.421,0.699,0.485,0.173,0.015,0.031,"","*","*"
"Z_OTS","B30","LED",-0.501,-0.625,-0.551,0.169,0.072,0.044,"","","*"
"Z_OTS","B30","severity",0.538,0.713,0.485,0.071,0.012,0.031,"","*","*"
"Z_OTS","B30","fivedasc_util_total",-0.228,-0.007,0,0.475,0.991,1,"","",""
"Z_OTS","B30","fivedasc_sprit_total",-0.278,-0.014,0,0.381,0.974,1,"","",""
"Z_OTS","B30","fivedasc_bliss_total",-0.124,0.112,0.121,0.702,0.733,0.638,"","",""
"Z_OTS","B30","fivedasc_insight_total",-0.266,0.091,0.091,0.403,0.783,0.737,"","",""
"Z_OTS","B30","fivedasc_dis_total",-0.069,-0.063,-0.061,0.832,0.852,0.841,"","",""
"Z_OTS","B30","fivedasc_imp_total",0.137,0.042,-0.03,0.672,0.904,0.947,"","",""
"Z_OTS","B30","fivedasc_anx_total",-0.101,-0.105,-0.061,0.755,0.749,0.841,"","",""
"Z_OTS","B30","fivedasc_cimg_total",-0.024,-0.112,-0.107,0.94,0.729,0.63,"","",""
"Z_OTS","B30","fivedasc_eimg_total",-0.151,-0.07,-0.061,0.64,0.834,0.841,"","",""
"Z_OTS","B30","fivedasc_av_total",-0.4,-0.231,-0.121,0.198,0.471,0.638,"","",""
"Z_OTS","B30","fivedasc_per_total",-0.246,0.07,0.03,0.441,0.834,0.947,"","",""
"Z_OTS","B30","boundlessMean",-0.227,0,0.03,0.478,1,0.947,"","",""
"Z_OTS","B30","anxiousEgoMean",-0.046,-0.098,-0.091,0.887,0.766,0.737,"","",""
"Z_OTS","B30","visionaryMean",-0.296,-0.238,-0.182,0.35,0.457,0.459,"","",""
"Z_OTS","B7","age",0.375,0.503,0.333,0.229,0.099,0.153,"","",""
"Z_OTS","B7","LED",-0.039,-0.177,-0.145,0.92,0.648,0.596,"","",""
"Z_OTS","B7","severity",0.49,0.399,0.333,0.106,0.201,0.153,"","",""
"Z_OTS","B7","fivedasc_util_total",-0.126,0.056,0.03,0.696,0.869,0.947,"","",""
"Z_OTS","B7","fivedasc_sprit_total",-0.21,-0.056,-0.091,0.512,0.869,0.737,"","",""
"Z_OTS","B7","fivedasc_bliss_total",-0.053,0.182,0.091,0.871,0.573,0.737,"","",""
"Z_OTS","B7","fivedasc_insight_total",0.056,0.112,0.061,0.863,0.733,0.841,"","",""
"Z_OTS","B7","fivedasc_dis_total",-0.045,-0.042,-0.03,0.89,0.904,0.947,"","",""
"Z_OTS","B7","fivedasc_imp_total",0.357,0.294,0.121,0.255,0.354,0.638,"","",""
"Z_OTS","B7","fivedasc_anx_total",0.019,0.098,0.091,0.954,0.766,0.737,"","",""
"Z_OTS","B7","fivedasc_cimg_total",-0.218,-0.126,-0.137,0.497,0.696,0.536,"","",""
"Z_OTS","B7","fivedasc_eimg_total",0.144,-0.028,-0.03,0.656,0.939,0.947,"","",""
"Z_OTS","B7","fivedasc_av_total",-0.285,-0.245,-0.152,0.369,0.444,0.545,"","",""
"Z_OTS","B7","fivedasc_per_total",-0.047,0.154,0.061,0.884,0.635,0.841,"","",""
"Z_OTS","B7","boundlessMean",-0.087,0.021,0,0.789,0.956,1,"","",""
"Z_OTS","B7","anxiousEgoMean",0.112,0.147,0.061,0.728,0.651,0.841,"","",""
"Z_OTS","B7","visionaryMean",-0.12,-0.098,-0.091,0.711,0.766,0.737,"","",""
"Z_OTS","bsl","age",0.625,0.613,0.443,0.03,0.034,0.046,"*","*","*"
"Z_OTS","bsl","LED",-0.047,-0.143,-0.203,0.904,0.713,0.458,"","",""
"Z_OTS","bsl","severity",0.476,0.466,0.351,0.118,0.127,0.114,"","",""
"Z_OTS","bsl","fivedasc_util_total",0.086,0.193,0.168,0.789,0.549,0.45,"","",""
"Z_OTS","bsl","fivedasc_sprit_total",0.042,0.133,0.107,0.897,0.68,0.63,"","",""
"Z_OTS","bsl","fivedasc_bliss_total",0.176,0.291,0.229,0.584,0.359,0.303,"","",""
"Z_OTS","bsl","fivedasc_insight_total",0.209,0.249,0.198,0.515,0.436,0.372,"","",""
"Z_OTS","bsl","fivedasc_dis_total",0.208,0.193,0.168,0.517,0.549,0.45,"","",""
"Z_OTS","bsl","fivedasc_imp_total",0.114,0.084,0.015,0.725,0.795,0.945,"","",""
"Z_OTS","bsl","fivedasc_anx_total",0.026,0.095,0.046,0.936,0.77,0.837,"","",""
"Z_OTS","bsl","fivedasc_cimg_total",-0.09,-0.116,-0.123,0.782,0.72,0.582,"","",""
"Z_OTS","bsl","fivedasc_eimg_total",0.122,0.06,-0.015,0.706,0.854,0.945,"","",""
"Z_OTS","bsl","fivedasc_av_total",-0.28,-0.249,-0.137,0.378,0.436,0.536,"","",""
"Z_OTS","bsl","fivedasc_per_total",0.067,0.256,0.137,0.835,0.422,0.536,"","",""
"Z_OTS","bsl","boundlessMean",0.132,0.158,0.137,0.683,0.625,0.536,"","",""
"Z_OTS","bsl","anxiousEgoMean",0.207,0.263,0.137,0.52,0.409,0.536,"","",""
"Z_OTS","bsl","visionaryMean",-0.051,-0.028,-0.015,0.875,0.931,0.945,"","",""
"Z_PAL","A7","age",0.666,0.671,0.515,0.018,0.02,0.021,"*","*","*"
"Z_PAL","A7","LED",-0.369,-0.371,-0.261,0.328,0.325,0.34,"","",""
"Z_PAL","A7","severity",0.85,0.797,0.636,0,0.003,0.003,"***","**","**"
"Z_PAL","A7","fivedasc_util_total",-0.09,-0.112,-0.03,0.78,0.733,0.947,"","",""
"Z_PAL","A7","fivedasc_sprit_total",-0.011,-0.021,0.091,0.973,0.956,0.737,"","",""
"Z_PAL","A7","fivedasc_bliss_total",0.02,-0.014,0.03,0.951,0.974,0.947,"","",""
"Z_PAL","A7","fivedasc_insight_total",0.09,0.035,0.061,0.78,0.921,0.841,"","",""
"Z_PAL","A7","fivedasc_dis_total",0.074,0,0.091,0.82,1,0.737,"","",""
"Z_PAL","A7","fivedasc_imp_total",0.002,0.161,0.121,0.996,0.619,0.638,"","",""
"Z_PAL","A7","fivedasc_anx_total",-0.098,0.105,0.03,0.761,0.749,0.947,"","",""
"Z_PAL","A7","fivedasc_cimg_total",-0.237,-0.214,-0.137,0.459,0.505,0.536,"","",""
"Z_PAL","A7","fivedasc_eimg_total",-0.064,0.035,0.03,0.843,0.921,0.947,"","",""
"Z_PAL","A7","fivedasc_av_total",-0.46,-0.462,-0.333,0.133,0.134,0.153,"","",""
"Z_PAL","A7","fivedasc_per_total",-0.265,-0.112,0,0.405,0.733,1,"","",""
"Z_PAL","A7","boundlessMean",0.002,-0.098,0,0.994,0.766,1,"","",""
"Z_PAL","A7","anxiousEgoMean",0.007,0.049,0.061,0.983,0.886,0.841,"","",""
"Z_PAL","A7","visionaryMean",-0.347,-0.427,-0.333,0.269,0.169,0.153,"","",""
"Z_PAL","B30","age",0.673,0.694,0.504,0.016,0.012,0.023,"*","*","*"
"Z_PAL","B30","LED",-0.581,-0.633,-0.493,0.101,0.067,0.072,"","",""
"Z_PAL","B30","severity",0.786,0.792,0.595,0.002,0.002,0.007,"**","**","**"
"Z_PAL","B30","fivedasc_util_total",-0.204,-0.133,-0.046,0.526,0.68,0.837,"","",""
"Z_PAL","B30","fivedasc_sprit_total",-0.123,0,0.076,0.703,1,0.731,"","",""
"Z_PAL","B30","fivedasc_bliss_total",-0.101,-0.032,0.015,0.754,0.923,0.945,"","",""
"Z_PAL","B30","fivedasc_insight_total",-0.032,0.102,0.076,0.921,0.753,0.731,"","",""
"Z_PAL","B30","fivedasc_dis_total",0.084,0.081,0.076,0.796,0.803,0.731,"","",""
"Z_PAL","B30","fivedasc_imp_total",-0.167,-0.193,-0.076,0.603,0.549,0.731,"","",""
"Z_PAL","B30","fivedasc_anx_total",-0.159,-0.133,-0.168,0.622,0.68,0.45,"","",""
"Z_PAL","B30","fivedasc_cimg_total",-0.276,-0.295,-0.185,0.386,0.352,0.408,"","",""
"Z_PAL","B30","fivedasc_eimg_total",0.085,0.046,0.046,0.793,0.888,0.837,"","",""
"Z_PAL","B30","fivedasc_av_total",-0.408,-0.462,-0.321,0.188,0.13,0.149,"","",""
"Z_PAL","B30","fivedasc_per_total",-0.252,-0.049,-0.015,0.43,0.88,0.945,"","",""
"Z_PAL","B30","boundlessMean",-0.118,-0.088,-0.015,0.715,0.787,0.945,"","",""
"Z_PAL","B30","anxiousEgoMean",-0.079,-0.161,-0.076,0.807,0.617,0.731,"","",""
"Z_PAL","B30","visionaryMean",-0.276,-0.361,-0.26,0.385,0.249,0.243,"","",""
"Z_PAL","B7","age",0.602,0.685,0.485,0.038,0.017,0.031,"*","*","*"
"Z_PAL","B7","LED",-0.42,-0.515,-0.261,0.26,0.156,0.34,"","",""
"Z_PAL","B7","severity",0.844,0.818,0.606,0.001,0.002,0.005,"***","**","**"
"Z_PAL","B7","fivedasc_util_total",-0.071,-0.077,0,0.826,0.817,1,"","",""
"Z_PAL","B7","fivedasc_sprit_total",-0.057,-0.056,0,0.861,0.869,1,"","",""
"Z_PAL","B7","fivedasc_bliss_total",0.034,0.042,0.061,0.917,0.904,0.841,"","",""
"Z_PAL","B7","fivedasc_insight_total",0.119,0.084,0.091,0.713,0.8,0.737,"","",""
"Z_PAL","B7","fivedasc_dis_total",-0.016,-0.133,-0.061,0.961,0.683,0.841,"","",""
"Z_PAL","B7","fivedasc_imp_total",-0.078,0.021,0.03,0.81,0.956,0.947,"","",""
"Z_PAL","B7","fivedasc_anx_total",-0.255,-0.203,-0.182,0.424,0.528,0.459,"","",""
"Z_PAL","B7","fivedasc_cimg_total",-0.326,-0.42,-0.29,0.301,0.174,0.192,"","",""
"Z_PAL","B7","fivedasc_eimg_total",0.034,-0.063,0,0.917,0.852,1,"","",""
"Z_PAL","B7","fivedasc_av_total",-0.375,-0.385,-0.303,0.229,0.218,0.197,"","",""
"Z_PAL","B7","fivedasc_per_total",-0.187,-0.007,0.091,0.56,0.991,0.737,"","",""
"Z_PAL","B7","boundlessMean",0.006,-0.07,0.03,0.986,0.834,0.947,"","",""
"Z_PAL","B7","anxiousEgoMean",-0.163,-0.231,-0.152,0.612,0.471,0.545,"","",""
"Z_PAL","B7","visionaryMean",-0.274,-0.392,-0.303,0.388,0.21,0.197,"","",""
"Z_PAL","bsl","age",0.545,0.734,0.485,0.067,0.009,0.031,"","**","*"
"Z_PAL","bsl","LED",-0.604,-0.447,-0.319,0.085,0.227,0.244,"","",""
"Z_PAL","bsl","severity",0.85,0.881,0.667,0,0,0.002,"***","***","**"
"Z_PAL","bsl","fivedasc_util_total",-0.137,-0.007,0,0.671,0.991,1,"","",""
"Z_PAL","bsl","fivedasc_sprit_total",-0.143,0.056,0,0.658,0.869,1,"","",""
"Z_PAL","bsl","fivedasc_bliss_total",-0.009,0.14,0.121,0.979,0.667,0.638,"","",""
"Z_PAL","bsl","fivedasc_insight_total",-0.008,0.259,0.152,0.981,0.417,0.545,"","",""
"Z_PAL","bsl","fivedasc_dis_total",-0.084,-0.056,-0.061,0.794,0.869,0.841,"","",""
"Z_PAL","bsl","fivedasc_imp_total",-0.212,-0.224,-0.152,0.508,0.485,0.545,"","",""
"Z_PAL","bsl","fivedasc_anx_total",-0.368,-0.315,-0.242,0.239,0.319,0.311,"","",""
"Z_PAL","bsl","fivedasc_cimg_total",-0.345,-0.298,-0.229,0.271,0.347,0.303,"","",""
"Z_PAL","bsl","fivedasc_eimg_total",0.174,0.196,0.121,0.588,0.543,0.638,"","",""
"Z_PAL","bsl","fivedasc_av_total",-0.211,-0.14,-0.061,0.509,0.667,0.841,"","",""
"Z_PAL","bsl","fivedasc_per_total",-0.145,0.154,0.091,0.654,0.635,0.737,"","",""
"Z_PAL","bsl","boundlessMean",-0.075,0.035,0.03,0.817,0.921,0.947,"","",""
"Z_PAL","bsl","anxiousEgoMean",-0.318,-0.301,-0.212,0.313,0.342,0.381,"","",""
"Z_PAL","bsl","visionaryMean",-0.151,-0.14,-0.121,0.64,0.667,0.638,"","",""
"Z_RTI","A7","age",0.177,0.049,0.03,0.582,0.886,0.947,"","",""
"Z_RTI","A7","LED",0.075,0.152,0.145,0.848,0.696,0.596,"","",""
"Z_RTI","A7","severity",0.581,0.566,0.394,0.048,0.059,0.086,"*","",""
"Z_RTI","A7","fivedasc_util_total",0.516,0.517,0.394,0.086,0.089,0.086,"","",""
"Z_RTI","A7","fivedasc_sprit_total",0.57,0.559,0.455,0.053,0.063,0.045,"","","*"
"Z_RTI","A7","fivedasc_bliss_total",0.497,0.58,0.455,0.1,0.052,0.045,"","","*"
"Z_RTI","A7","fivedasc_insight_total",0.618,0.608,0.485,0.032,0.04,0.031,"*","*","*"
"Z_RTI","A7","fivedasc_dis_total",0.586,0.503,0.394,0.045,0.099,0.086,"*","",""
"Z_RTI","A7","fivedasc_imp_total",-0.139,0,0,0.667,1,1,"","",""
"Z_RTI","A7","fivedasc_anx_total",-0.318,-0.14,-0.091,0.313,0.667,0.737,"","",""
"Z_RTI","A7","fivedasc_cimg_total",-0.161,-0.053,-0.076,0.618,0.871,0.731,"","",""
"Z_RTI","A7","fivedasc_eimg_total",-0.03,0.07,0.03,0.926,0.834,0.947,"","",""
"Z_RTI","A7","fivedasc_av_total",-0.038,-0.098,-0.091,0.906,0.766,0.737,"","",""
"Z_RTI","A7","fivedasc_per_total",0.326,0.476,0.424,0.301,0.121,0.063,"","",""
"Z_RTI","A7","boundlessMean",0.562,0.538,0.424,0.057,0.075,0.063,"","",""
"Z_RTI","A7","anxiousEgoMean",0.22,0.259,0.182,0.493,0.417,0.459,"","",""
"Z_RTI","A7","visionaryMean",0.05,0.07,0.091,0.877,0.834,0.737,"","",""
"Z_RTI","B30","age",0.081,-0.238,-0.182,0.804,0.457,0.459,"","",""
"Z_RTI","B30","LED",-0.022,-0.059,-0.029,0.956,0.88,0.916,"","",""
"Z_RTI","B30","severity",0.385,0.315,0.182,0.216,0.319,0.459,"","",""
"Z_RTI","B30","fivedasc_util_total",0.46,0.35,0.182,0.133,0.266,0.459,"","",""
"Z_RTI","B30","fivedasc_sprit_total",0.533,0.413,0.242,0.075,0.184,0.311,"","",""
"Z_RTI","B30","fivedasc_bliss_total",0.419,0.364,0.242,0.175,0.246,0.311,"","",""
"Z_RTI","B30","fivedasc_insight_total",0.598,0.427,0.333,0.04,0.169,0.153,"*","",""
"Z_RTI","B30","fivedasc_dis_total",0.602,0.476,0.364,0.038,0.121,0.116,"*","",""
"Z_RTI","B30","fivedasc_imp_total",-0.15,0,0.03,0.642,1,0.947,"","",""
"Z_RTI","B30","fivedasc_anx_total",-0.223,0,0.061,0.486,1,0.841,"","",""
"Z_RTI","B30","fivedasc_cimg_total",0.014,0.119,0.046,0.967,0.712,0.837,"","",""
"Z_RTI","B30","fivedasc_eimg_total",-0.138,0.091,0,0.669,0.783,1,"","",""
"Z_RTI","B30","fivedasc_av_total",-0.137,-0.154,-0.121,0.672,0.635,0.638,"","",""
"Z_RTI","B30","fivedasc_per_total",0.405,0.231,0.152,0.191,0.471,0.545,"","",""
"Z_RTI","B30","boundlessMean",0.512,0.378,0.212,0.089,0.227,0.381,"","",""
"Z_RTI","B30","anxiousEgoMean",0.273,0.259,0.212,0.39,0.417,0.381,"","",""
"Z_RTI","B30","visionaryMean",0.048,0.077,0,0.882,0.817,1,"","",""
"Z_RTI","B7","age",0.19,0.098,0.091,0.554,0.766,0.737,"","",""
"Z_RTI","B7","LED",-0.026,0.017,0.029,0.947,0.966,0.916,"","",""
"Z_RTI","B7","severity",0.527,0.629,0.394,0.079,0.032,0.086,"","*",""
"Z_RTI","B7","fivedasc_util_total",0.5,0.552,0.394,0.098,0.067,0.086,"","",""
"Z_RTI","B7","fivedasc_sprit_total",0.582,0.594,0.455,0.047,0.046,0.045,"*","*","*"
"Z_RTI","B7","fivedasc_bliss_total",0.494,0.615,0.455,0.102,0.037,0.045,"","*","*"
"Z_RTI","B7","fivedasc_insight_total",0.585,0.622,0.485,0.046,0.035,0.031,"*","*","*"
"Z_RTI","B7","fivedasc_dis_total",0.647,0.566,0.455,0.023,0.059,0.045,"*","","*"
"Z_RTI","B7","fivedasc_imp_total",-0.122,0.028,0.061,0.706,0.939,0.841,"","",""
"Z_RTI","B7","fivedasc_anx_total",-0.245,-0.105,-0.03,0.442,0.749,0.947,"","",""
"Z_RTI","B7","fivedasc_cimg_total",0.053,0.049,-0.015,0.87,0.88,0.945,"","",""
"Z_RTI","B7","fivedasc_eimg_total",-0.214,0.07,0.03,0.503,0.834,0.947,"","",""
"Z_RTI","B7","fivedasc_av_total",-0.166,-0.091,-0.091,0.605,0.783,0.737,"","",""
"Z_RTI","B7","fivedasc_per_total",0.407,0.49,0.424,0.189,0.11,0.063,"","",""
"Z_RTI","B7","boundlessMean",0.553,0.573,0.424,0.062,0.055,0.063,"","",""
"Z_RTI","B7","anxiousEgoMean",0.305,0.315,0.242,0.335,0.319,0.311,"","",""
"Z_RTI","B7","visionaryMean",0.019,0.077,0.091,0.953,0.817,0.737,"","",""
"Z_RTI","bsl","age",0.176,0.133,0.121,0.584,0.683,0.638,"","",""
"Z_RTI","bsl","LED",-0.086,-0.093,-0.029,0.825,0.812,0.916,"","",""
"Z_RTI","bsl","severity",0.687,0.734,0.545,0.013,0.009,0.014,"*","**","*"
"Z_RTI","bsl","fivedasc_util_total",0.469,0.392,0.303,0.124,0.21,0.197,"","",""
"Z_RTI","bsl","fivedasc_sprit_total",0.546,0.455,0.364,0.066,0.14,0.116,"","",""
"Z_RTI","bsl","fivedasc_bliss_total",0.473,0.483,0.364,0.12,0.115,0.116,"","",""
"Z_RTI","bsl","fivedasc_insight_total",0.659,0.559,0.455,0.02,0.063,0.045,"*","","*"
