"measure","tp","pred","pearson_cor","spearman_rho","kendall_tau","pearson_p","spearman_p","kendall_p","pearson_sig","spearman_sig","kendall_sig"
"RTIFMDMT","B30","fivedasc_util_total",0.45,0.378,0.242,0.142,0.227,0.311,"","",""
"RTIFMDMT","B30","fivedasc_sprit_total",0.538,0.448,0.303,0.071,0.147,0.197,"","",""
"RTIFMDMT","B30","fivedasc_bliss_total",0.431,0.42,0.303,0.162,0.177,0.197,"","",""
"RTIFMDMT","B30","fivedasc_insight_total",0.626,0.497,0.394,0.029,0.104,0.086,"*","",""
"RTIFMDMT","B30","fivedasc_dis_total",0.562,0.455,0.364,0.057,0.14,0.116,"","",""
"RTIFMDMT","B30","fivedasc_imp_total",-0.135,-0.112,-0.03,0.676,0.733,0.947,"","",""
"RTIFMDMT","B30","fivedasc_anx_total",-0.187,-0.077,0,0.561,0.817,1,"","",""
"RTIFMDMT","B30","fivedasc_cimg_total",0.109,0.172,0.107,0.737,0.594,0.63,"","",""
"RTIFMDMT","B30","fivedasc_eimg_total",-0.079,0.182,0.061,0.808,0.573,0.841,"","",""
"RTIFMDMT","B30","fivedasc_av_total",-0.134,-0.084,-0.061,0.678,0.8,0.841,"","",""
"RTIFMDMT","B30","fivedasc_per_total",0.345,0.266,0.212,0.272,0.404,0.381,"","",""
"RTIFMDMT","B30","boundlessMean",0.521,0.42,0.273,0.083,0.177,0.25,"","",""
"RTIFMDMT","B30","anxiousEgoMean",0.267,0.175,0.152,0.402,0.588,0.545,"","",""
"RTIFMDMT","B30","visionaryMean",0.076,0.147,0.061,0.815,0.651,0.841,"","",""
"RTIFMDMT","B7","age",0.21,0.14,0.121,0.512,0.667,0.638,"","",""
"RTIFMDMT","B7","LED",-0.285,-0.279,-0.203,0.457,0.468,0.458,"","",""
"RTIFMDMT","B7","severity",0.567,0.629,0.424,0.054,0.032,0.063,"","*",""
"RTIFMDMT","B7","fivedasc_util_total",0.393,0.399,0.303,0.206,0.201,0.197,"","",""
"RTIFMDMT","B7","fivedasc_sprit_total",0.447,0.448,0.303,0.145,0.147,0.197,"","",""
"RTIFMDMT","B7","fivedasc_bliss_total",0.415,0.49,0.364,0.18,0.11,0.116,"","",""
"RTIFMDMT","B7","fivedasc_insight_total",0.472,0.497,0.394,0.121,0.104,0.086,"","",""
"RTIFMDMT","B7","fivedasc_dis_total",0.513,0.469,0.364,0.088,0.127,0.116,"","",""
"RTIFMDMT","B7","fivedasc_imp_total",-0.041,0.014,0.03,0.9,0.974,0.947,"","",""
"RTIFMDMT","B7","fivedasc_anx_total",-0.226,-0.154,-0.121,0.48,0.635,0.638,"","",""
"RTIFMDMT","B7","fivedasc_cimg_total",0.213,0.175,0.076,0.506,0.586,0.731,"","",""
"RTIFMDMT","B7","fivedasc_eimg_total",-0.182,0.028,0.061,0.571,0.939,0.841,"","",""
"RTIFMDMT","B7","fivedasc_av_total",-0.203,-0.105,-0.121,0.528,0.749,0.638,"","",""
"RTIFMDMT","B7","fivedasc_per_total",0.344,0.371,0.273,0.273,0.237,0.25,"","",""
"RTIFMDMT","B7","boundlessMean",0.442,0.448,0.333,0.15,0.147,0.153,"","",""
"RTIFMDMT","B7","anxiousEgoMean",0.249,0.147,0.152,0.436,0.651,0.545,"","",""
"RTIFMDMT","B7","visionaryMean",0.039,0.028,0.061,0.905,0.939,0.841,"","",""
"RTIFMDMT","bsl","age",0.23,0.315,0.198,0.473,0.318,0.372,"","",""
"RTIFMDMT","bsl","LED",-0.317,-0.414,-0.261,0.406,0.269,0.34,"","",""
"RTIFMDMT","bsl","severity",0.845,0.82,0.626,0.001,0.001,0.005,"***","**","**"
"RTIFMDMT","bsl","fivedasc_util_total",0.379,0.427,0.29,0.225,0.166,0.192,"","",""
"RTIFMDMT","bsl","fivedasc_sprit_total",0.416,0.434,0.29,0.178,0.158,0.192,"","",""
"RTIFMDMT","bsl","fivedasc_bliss_total",0.427,0.529,0.351,0.166,0.077,0.114,"","",""
"RTIFMDMT","bsl","fivedasc_insight_total",0.594,0.609,0.443,0.042,0.035,0.046,"*","*","*"
"RTIFMDMT","bsl","fivedasc_dis_total",0.387,0.291,0.168,0.214,0.359,0.45,"","",""
"RTIFMDMT","bsl","fivedasc_imp_total",-0.134,-0.21,-0.107,0.678,0.512,0.63,"","",""
"RTIFMDMT","bsl","fivedasc_anx_total",-0.303,-0.284,-0.198,0.338,0.372,0.372,"","",""
"RTIFMDMT","bsl","fivedasc_cimg_total",-0.001,0.028,0,0.999,0.931,1,"","",""
"RTIFMDMT","bsl","fivedasc_eimg_total",0.292,0.445,0.29,0.358,0.147,0.192,"","",""
"RTIFMDMT","bsl","fivedasc_av_total",0.023,0.123,0.046,0.942,0.704,0.837,"","",""
"RTIFMDMT","bsl","fivedasc_per_total",0.18,0.385,0.321,0.576,0.216,0.149,"","",""
"RTIFMDMT","bsl","boundlessMean",0.463,0.448,0.321,0.129,0.144,0.149,"","",""
"RTIFMDMT","bsl","anxiousEgoMean",0.084,-0.046,-0.046,0.794,0.888,0.837,"","",""
"RTIFMDMT","bsl","visionaryMean",0.187,0.245,0.168,0.56,0.442,0.45,"","",""
"RTIFMDRT","A7","age",0.042,-0.189,-0.123,0.897,0.555,0.582,"","",""
"RTIFMDRT","A7","LED",0.002,0.272,0.209,0.996,0.478,0.453,"","",""
"RTIFMDRT","A7","severity",0.492,0.46,0.277,0.104,0.133,0.215,"","",""
"RTIFMDRT","A7","fivedasc_util_total",0.511,0.474,0.369,0.089,0.12,0.098,"","",""
"RTIFMDRT","A7","fivedasc_sprit_total",0.588,0.526,0.431,0.044,0.079,0.054,"*","",""
"RTIFMDRT","A7","fivedasc_bliss_total",0.479,0.505,0.431,0.115,0.094,0.054,"","",""
"RTIFMDRT","A7","fivedasc_insight_total",0.614,0.54,0.462,0.034,0.07,0.039,"*","","*"
"RTIFMDRT","A7","fivedasc_dis_total",0.636,0.467,0.369,0.026,0.126,0.098,"*","",""
"RTIFMDRT","A7","fivedasc_imp_total",-0.162,0.084,0.092,0.615,0.795,0.679,"","",""
"RTIFMDRT","A7","fivedasc_anx_total",-0.297,-0.053,-0.092,0.349,0.871,0.679,"","",""
"RTIFMDRT","A7","fivedasc_cimg_total",-0.04,0.146,0.016,0.901,0.651,0.945,"","",""
"RTIFMDRT","A7","fivedasc_eimg_total",-0.097,0.2,0.123,0.764,0.533,0.582,"","",""
"RTIFMDRT","A7","fivedasc_av_total",-0.038,0.042,0,0.908,0.897,1,"","",""
"RTIFMDRT","A7","fivedasc_per_total",0.411,0.354,0.277,0.185,0.258,0.215,"","",""
"RTIFMDRT","A7","boundlessMean",0.559,0.502,0.4,0.059,0.096,0.073,"","",""
"RTIFMDRT","A7","anxiousEgoMean",0.258,0.263,0.154,0.419,0.409,0.491,"","",""
"RTIFMDRT","A7","visionaryMean",0.087,0.147,0.123,0.788,0.648,0.582,"","",""
"RTIFMDRT","B30","age",0.09,-0.105,-0.273,0.78,0.749,0.25,"","",""
"RTIFMDRT","B30","LED",0.23,0.253,0.145,0.552,0.511,0.596,"","",""
"RTIFMDRT","B30","severity",-0.012,0.007,0.03,0.97,0.991,0.947,"","",""
"RTIFMDRT","B30","fivedasc_util_total",0.346,0.196,0.152,0.271,0.543,0.545,"","",""
"RTIFMDRT","B30","fivedasc_sprit_total",0.372,0.294,0.212,0.234,0.354,0.381,"","",""
"RTIFMDRT","B30","fivedasc_bliss_total",0.269,0.154,0.152,0.397,0.635,0.545,"","",""
"RTIFMDRT","B30","fivedasc_insight_total",0.401,0.161,0.121,0.196,0.619,0.638,"","",""
"RTIFMDRT","B30","fivedasc_dis_total",0.503,0.455,0.394,0.096,0.14,0.086,"","",""
"RTIFMDRT","B30","fivedasc_imp_total",-0.203,-0.133,-0.061,0.528,0.683,0.841,"","",""
"RTIFMDRT","B30","fivedasc_anx_total",-0.186,-0.028,0.03,0.562,0.939,0.947,"","",""
"RTIFMDRT","B30","fivedasc_cimg_total",-0.026,-0.175,-0.168,0.936,0.586,0.45,"","",""
"RTIFMDRT","B30","fivedasc_eimg_total",-0.154,-0.35,-0.273,0.633,0.266,0.25,"","",""
"RTIFMDRT","B30","fivedasc_av_total",-0.129,-0.462,-0.273,0.689,0.134,0.25,"","",""
"RTIFMDRT","B30","fivedasc_per_total",0.441,0.091,0.061,0.151,0.783,0.841,"","",""
"RTIFMDRT","B30","boundlessMean",0.353,0.21,0.182,0.26,0.514,0.459,"","",""
"RTIFMDRT","B30","anxiousEgoMean",0.199,0.217,0.121,0.536,0.499,0.638,"","",""
"RTIFMDRT","B30","visionaryMean",0.047,-0.245,-0.212,0.884,0.444,0.381,"","",""
"RTIFMDRT","B7","age",0.025,-0.182,-0.121,0.939,0.573,0.638,"","",""
"RTIFMDRT","B7","LED",0.292,0.549,0.435,0.446,0.126,0.112,"","",""
"RTIFMDRT","B7","severity",0.292,0.322,0.182,0.357,0.308,0.459,"","",""
"RTIFMDRT","B7","fivedasc_util_total",0.521,0.552,0.424,0.083,0.067,0.063,"","",""
"RTIFMDRT","B7","fivedasc_sprit_total",0.601,0.594,0.424,0.039,0.046,0.063,"*","*",""
"RTIFMDRT","B7","fivedasc_bliss_total",0.487,0.594,0.485,0.108,0.046,0.031,"","*","*"
"RTIFMDRT","B7","fivedasc_insight_total",0.6,0.58,0.455,0.039,0.052,0.045,"*","","*"
"RTIFMDRT","B7","fivedasc_dis_total",0.622,0.524,0.424,0.031,0.084,0.063,"*","",""
"RTIFMDRT","B7","fivedasc_imp_total",-0.044,0.112,0.091,0.893,0.733,0.737,"","",""
"RTIFMDRT","B7","fivedasc_anx_total",-0.14,0.007,0,0.663,0.991,1,"","",""
"RTIFMDRT","B7","fivedasc_cimg_total",0.156,0.221,0.137,0.627,0.491,0.536,"","",""
"RTIFMDRT","B7","fivedasc_eimg_total",-0.182,0.126,0.121,0.571,0.7,0.638,"","",""
"RTIFMDRT","B7","fivedasc_av_total",-0.051,0.077,0,0.875,0.817,1,"","",""
"RTIFMDRT","B7","fivedasc_per_total",0.492,0.462,0.394,0.104,0.134,0.086,"","",""
"RTIFMDRT","B7","boundlessMean",0.564,0.58,0.455,0.056,0.052,0.045,"","","*"
"RTIFMDRT","B7","anxiousEgoMean",0.368,0.392,0.273,0.24,0.21,0.25,"","",""
"RTIFMDRT","B7","visionaryMean",0.131,0.203,0.121,0.686,0.528,0.638,"","",""
"RTIFMDRT","bsl","age",0.006,-0.203,-0.152,0.986,0.528,0.545,"","",""
"RTIFMDRT","bsl","LED",0.028,0.051,0.029,0.944,0.897,0.916,"","",""
"RTIFMDRT","bsl","severity",0.403,0.357,0.212,0.194,0.256,0.381,"","",""
"RTIFMDRT","bsl","fivedasc_util_total",0.44,0.308,0.152,0.152,0.331,0.545,"","",""
"RTIFMDRT","bsl","fivedasc_sprit_total",0.546,0.406,0.273,0.067,0.193,0.25,"","",""
"RTIFMDRT","bsl","fivedasc_bliss_total",0.395,0.322,0.212,0.204,0.308,0.381,"","",""
"RTIFMDRT","bsl","fivedasc_insight_total",0.607,0.392,0.303,0.037,0.21,0.197,"*","",""
"RTIFMDRT","bsl","fivedasc_dis_total",0.578,0.427,0.273,0.049,0.169,0.25,"*","",""
"RTIFMDRT","bsl","fivedasc_imp_total",-0.117,0.021,0,0.718,0.956,1,"","",""
"RTIFMDRT","bsl","fivedasc_anx_total",-0.159,0.021,0.03,0.622,0.956,0.947,"","",""
"RTIFMDRT","bsl","fivedasc_cimg_total",-0.044,0.063,0.015,0.891,0.846,0.945,"","",""
"RTIFMDRT","bsl","fivedasc_eimg_total",-0.173,0.035,-0.03,0.59,0.921,0.947,"","",""
"RTIFMDRT","bsl","fivedasc_av_total",-0.142,-0.203,-0.152,0.66,0.528,0.545,"","",""
"RTIFMDRT","bsl","fivedasc_per_total",0.298,0.189,0.121,0.347,0.558,0.638,"","",""
"RTIFMDRT","bsl","boundlessMean",0.506,0.343,0.182,0.094,0.276,0.459,"","",""
"RTIFMDRT","bsl","anxiousEgoMean",0.299,0.259,0.182,0.345,0.417,0.459,"","",""
"RTIFMDRT","bsl","visionaryMean",-0.022,-0.021,-0.03,0.946,0.956,0.947,"","",""
"RTISMDMT","B30","age",0.141,0.07,0.03,0.663,0.834,0.947,"","",""
"RTISMDMT","B30","LED",-0.109,-0.143,-0.087,0.781,0.713,0.75,"","",""
"RTISMDMT","B30","severity",0.542,0.671,0.455,0.069,0.02,0.045,"","*","*"
"RTISMDMT","B30","fivedasc_util_total",0.446,0.455,0.333,0.147,0.14,0.153,"","",""
"RTISMDMT","B30","fivedasc_sprit_total",0.555,0.538,0.394,0.061,0.075,0.086,"","",""
"RTISMDMT","B30","fivedasc_bliss_total",0.435,0.538,0.394,0.158,0.075,0.086,"","",""
"RTISMDMT","B30","fivedasc_insight_total",0.592,0.601,0.485,0.043,0.043,0.031,"*","*","*"
"RTISMDMT","B30","fivedasc_dis_total",0.589,0.469,0.333,0.044,0.127,0.153,"*","",""
"RTISMDMT","B30","fivedasc_imp_total",-0.171,-0.049,0,0.596,0.886,1,"","",""
"RTISMDMT","B30","fivedasc_anx_total",-0.231,-0.105,-0.03,0.47,0.749,0.947,"","",""
"RTISMDMT","B30","fivedasc_cimg_total",-0.001,0.137,0.107,0.998,0.672,0.63,"","",""
"RTISMDMT","B30","fivedasc_eimg_total",-0.199,0.182,0.091,0.536,0.573,0.737,"","",""
"RTISMDMT","B30","fivedasc_av_total",-0.182,-0.07,-0.03,0.571,0.834,0.947,"","",""
"RTISMDMT","B30","fivedasc_per_total",0.331,0.385,0.303,0.294,0.218,0.197,"","",""
"RTISMDMT","B30","boundlessMean",0.517,0.503,0.364,0.085,0.099,0.116,"","",""
"RTISMDMT","B30","anxiousEgoMean",0.252,0.21,0.182,0.43,0.514,0.459,"","",""
"RTISMDMT","B30","visionaryMean",-0.022,0.098,0.152,0.945,0.766,0.545,"","",""
"RTISMDMT","B7","age",0.286,0.28,0.152,0.368,0.379,0.545,"","",""
"RTISMDMT","B7","LED",-0.204,-0.363,-0.203,0.598,0.337,0.458,"","",""
"RTISMDMT","B7","severity",0.673,0.783,0.576,0.016,0.004,0.009,"*","**","**"
"RTISMDMT","B7","fivedasc_util_total",0.401,0.385,0.273,0.196,0.218,0.25,"","",""
"RTISMDMT","B7","fivedasc_sprit_total",0.506,0.476,0.333,0.093,0.121,0.153,"","",""
"RTISMDMT","B7","fivedasc_bliss_total",0.421,0.49,0.333,0.173,0.11,0.153,"","",""
"RTISMDMT","B7","fivedasc_insight_total",0.524,0.559,0.424,0.08,0.063,0.063,"","",""
"RTISMDMT","B7","fivedasc_dis_total",0.541,0.455,0.333,0.069,0.14,0.153,"","",""
"RTISMDMT","B7","fivedasc_imp_total",-0.191,-0.154,-0.061,0.551,0.635,0.841,"","",""
"RTISMDMT","B7","fivedasc_anx_total",-0.287,-0.224,-0.152,0.365,0.485,0.545,"","",""
"RTISMDMT","B7","fivedasc_cimg_total",-0.035,0.007,-0.015,0.915,0.983,0.945,"","",""
"RTISMDMT","B7","fivedasc_eimg_total",-0.216,0.049,0.03,0.499,0.886,0.947,"","",""
"RTISMDMT","B7","fivedasc_av_total",-0.241,-0.21,-0.152,0.451,0.514,0.545,"","",""
"RTISMDMT","B7","fivedasc_per_total",0.261,0.378,0.303,0.412,0.227,0.197,"","",""
"RTISMDMT","B7","boundlessMean",0.473,0.441,0.303,0.12,0.154,0.197,"","",""
"RTISMDMT","B7","anxiousEgoMean",0.182,0.084,0.061,0.572,0.8,0.841,"","",""
"RTISMDMT","B7","visionaryMean",-0.084,-0.028,0.03,0.795,0.939,0.947,"","",""
"RTISMDMT","bsl","age",0.314,0.357,0.273,0.32,0.256,0.25,"","",""
"RTISMDMT","bsl","LED",0.005,0.101,0.087,0.989,0.795,0.75,"","",""
"RTISMDMT","bsl","severity",0.671,0.678,0.515,0.017,0.019,0.021,"*","*","*"
"RTISMDMT","bsl","fivedasc_util_total",0.375,0.322,0.273,0.229,0.308,0.25,"","",""
"RTISMDMT","bsl","fivedasc_sprit_total",0.453,0.35,0.273,0.139,0.266,0.25,"","",""
"RTISMDMT","bsl","fivedasc_bliss_total",0.419,0.413,0.333,0.175,0.184,0.153,"","",""
"RTISMDMT","bsl","fivedasc_insight_total",0.546,0.42,0.424,0.066,0.177,0.063,"","",""
"RTISMDMT","bsl","fivedasc_dis_total",0.219,0.07,0.091,0.494,0.834,0.737,"","",""
"RTISMDMT","bsl","fivedasc_imp_total",-0.096,0,0,0.766,1,1,"","",""
"RTISMDMT","bsl","fivedasc_anx_total",-0.154,-0.035,-0.091,0.634,0.921,0.737,"","",""
"RTISMDMT","bsl","fivedasc_cimg_total",-0.023,0.056,0.046,0.943,0.863,0.837,"","",""
"RTISMDMT","bsl","fivedasc_eimg_total",0.201,0.357,0.273,0.531,0.256,0.25,"","",""
"RTISMDMT","bsl","fivedasc_av_total",0.045,0.084,0.03,0.888,0.8,0.947,"","",""
"RTISMDMT","bsl","fivedasc_per_total",-0.02,0.196,0.242,0.951,0.543,0.311,"","",""
"RTISMDMT","bsl","boundlessMean",0.458,0.329,0.303,0.134,0.297,0.197,"","",""
"RTISMDMT","bsl","anxiousEgoMean",0.049,0.084,0.061,0.88,0.8,0.841,"","",""
"RTISMDMT","bsl","visionaryMean",0.081,0.084,0.091,0.802,0.8,0.737,"","",""
"RTISMDRT","B30","age",-0.079,-0.266,-0.212,0.807,0.404,0.381,"","",""
"RTISMDRT","B30","LED",0.132,-0.008,0.029,0.735,0.983,0.916,"","",""
"RTISMDRT","B30","severity",0.297,0.252,0.152,0.349,0.43,0.545,"","",""
"RTISMDRT","B30","fivedasc_util_total",0.486,0.357,0.273,0.109,0.256,0.25,"","",""
"RTISMDRT","B30","fivedasc_sprit_total",0.509,0.385,0.273,0.091,0.218,0.25,"","",""
"RTISMDRT","B30","fivedasc_bliss_total",0.416,0.35,0.333,0.179,0.266,0.153,"","",""
"RTISMDRT","B30","fivedasc_insight_total",0.603,0.364,0.303,0.038,0.246,0.197,"*","",""
"RTISMDRT","B30","fivedasc_dis_total",0.622,0.476,0.394,0.031,0.121,0.086,"*","",""
"RTISMDRT","B30","fivedasc_imp_total",-0.052,0.112,0.182,0.871,0.733,0.459,"","",""
"RTISMDRT","B30","fivedasc_anx_total",-0.24,-0.014,0.03,0.453,0.974,0.947,"","",""
"RTISMDRT","B30","fivedasc_cimg_total",-0.066,-0.011,-0.046,0.839,0.974,0.837,"","",""
"RTISMDRT","B30","fivedasc_eimg_total",-0.084,-0.126,-0.091,0.795,0.7,0.737,"","",""
"RTISMDRT","B30","fivedasc_av_total",-0.047,-0.231,-0.152,0.884,0.471,0.545,"","",""
"RTISMDRT","B30","fivedasc_per_total",0.467,0.259,0.242,0.126,0.417,0.311,"","",""
"RTISMDRT","B30","boundlessMean",0.512,0.364,0.303,0.088,0.246,0.197,"","",""
"RTISMDRT","B30","anxiousEgoMean",0.317,0.294,0.242,0.316,0.354,0.311,"","",""
"RTISMDRT","B30","visionaryMean",0.102,-0.035,-0.091,0.752,0.921,0.737,"","",""
"RTISMDRT","B7","age",0.173,0.137,0.107,0.591,0.672,0.63,"","",""
"RTISMDRT","B7","LED",0.159,0.089,0.059,0.683,0.82,0.831,"","",""
"RTISMDRT","B7","severity",0.418,0.494,0.382,0.177,0.103,0.086,"","",""
"RTISMDRT","B7","fivedasc_util_total",0.562,0.599,0.412,0.057,0.04,0.063,"","*",""
"RTISMDRT","B7","fivedasc_sprit_total",0.631,0.658,0.534,0.028,0.02,0.016,"*","*","*"
"RTISMDRT","B7","fivedasc_bliss_total",0.53,0.616,0.473,0.077,0.033,0.033,"","*","*"
"RTISMDRT","B7","fivedasc_insight_total",0.6,0.599,0.443,0.039,0.04,0.046,"*","*","*"
"RTISMDRT","B7","fivedasc_dis_total",0.746,0.746,0.626,0.005,0.005,0.005,"**","**","**"
"RTISMDRT","B7","fivedasc_imp_total",-0.172,-0.074,-0.015,0.594,0.82,0.945,"","",""
"RTISMDRT","B7","fivedasc_anx_total",-0.254,-0.07,0.015,0.426,0.829,0.945,"","",""
"RTISMDRT","B7","fivedasc_cimg_total",-0.121,-0.028,-0.062,0.708,0.931,0.783,"","",""
"RTISMDRT","B7","fivedasc_eimg_total",-0.22,-0.182,-0.137,0.492,0.571,0.536,"","",""
"RTISMDRT","B7","fivedasc_av_total",-0.117,-0.252,-0.198,0.718,0.429,0.372,"","",""
"RTISMDRT","B7","fivedasc_per_total",0.439,0.553,0.443,0.153,0.062,0.046,"","","*"
"RTISMDRT","B7","boundlessMean",0.594,0.606,0.443,0.042,0.037,0.046,"*","*","*"
"RTISMDRT","B7","anxiousEgoMean",0.354,0.466,0.351,0.259,0.127,0.114,"","",""
"RTISMDRT","B7","visionaryMean",0,-0.004,-0.015,0.999,0.991,0.945,"","",""
"RTISMDRT","bsl","age",0.172,0.056,0.061,0.593,0.869,0.841,"","",""
"RTISMDRT","bsl","LED",-0.047,-0.118,-0.087,0.903,0.762,0.75,"","",""
"RTISMDRT","bsl","severity",0.671,0.692,0.545,0.017,0.016,0.014,"*","*","*"
"RTISMDRT","bsl","fivedasc_util_total",0.493,0.545,0.364,0.104,0.071,0.116,"","",""
"RTISMDRT","bsl","fivedasc_sprit_total",0.551,0.559,0.424,0.063,0.063,0.063,"","",""
"RTISMDRT","bsl","fivedasc_bliss_total",0.489,0.608,0.424,0.107,0.04,0.063,"","*",""
"RTISMDRT","bsl","fivedasc_insight_total",0.648,0.664,0.515,0.023,0.022,0.021,"*","*","*"
"RTISMDRT","bsl","fivedasc_dis_total",0.607,0.538,0.364,0.036,0.075,0.116,"*","",""
"RTISMDRT","bsl","fivedasc_imp_total",-0.109,0,-0.03,0.736,1,0.947,"","",""
"RTISMDRT","bsl","fivedasc_anx_total",-0.267,-0.154,-0.121,0.402,0.635,0.638,"","",""
"RTISMDRT","bsl","fivedasc_cimg_total",-0.077,0.042,0.015,0.811,0.897,0.945,"","",""
"RTISMDRT","bsl","fivedasc_eimg_total",0.134,0.28,0.121,0.678,0.379,0.638,"","",""
"RTISMDRT","bsl","fivedasc_av_total",0.005,0.035,0,0.987,0.921,1,"","",""
"RTISMDRT","bsl","fivedasc_per_total",0.303,0.503,0.394,0.339,0.099,0.086,"","",""
"RTISMDRT","bsl","boundlessMean",0.556,0.559,0.394,0.06,0.063,0.086,"","",""
"RTISMDRT","bsl","anxiousEgoMean",0.271,0.238,0.152,0.394,0.457,0.545,"","",""
"RTISMDRT","bsl","visionaryMean",0.143,0.21,0.182,0.656,0.514,0.459,"","",""
"SWMBE12","A7","age",0.404,0.459,0.321,0.193,0.134,0.149,"","",""
"SWMBE12","A7","LED",0.037,-0.194,-0.145,0.924,0.617,0.596,"","",""
"SWMBE12","A7","severity",0.427,0.322,0.198,0.167,0.307,0.372,"","",""
"SWMBE12","A7","fivedasc_util_total",0.103,0.063,0.076,0.749,0.846,0.731,"","",""
"SWMBE12","A7","fivedasc_sprit_total",0.116,0.021,0.015,0.719,0.948,0.945,"","",""
"SWMBE12","A7","fivedasc_bliss_total",0.178,0.144,0.137,0.581,0.656,0.536,"","",""
"SWMBE12","A7","fivedasc_insight_total",0.117,-0.021,-0.015,0.716,0.948,0.945,"","",""
"SWMBE12","A7","fivedasc_dis_total",0.08,-0.088,-0.107,0.806,0.787,0.63,"","",""
"SWMBE12","A7","fivedasc_imp_total",0.373,0.249,0.198,0.232,0.436,0.372,"","",""
"SWMBE12","A7","fivedasc_anx_total",0.175,0.098,0.107,0.587,0.762,0.63,"","",""
"SWMBE12","A7","fivedasc_cimg_total",0.258,0.053,0.062,0.417,0.871,0.783,"","",""
"SWMBE12","A7","fivedasc_eimg_total",-0.259,-0.368,-0.137,0.417,0.24,0.536,"","",""
"SWMBE12","A7","fivedasc_av_total",-0.363,-0.27,-0.137,0.247,0.397,0.536,"","",""
"SWMBE12","A7","fivedasc_per_total",-0.191,0.014,-0.015,0.553,0.966,0.945,"","",""
"SWMBE12","A7","boundlessMean",0.133,0.049,0.046,0.679,0.88,0.837,"","",""
"SWMBE12","A7","anxiousEgoMean",0.284,0.13,0.046,0.371,0.688,0.837,"","",""
"SWMBE12","A7","visionaryMean",-0.23,-0.298,-0.198,0.472,0.347,0.372,"","",""
"SWMBE12","B30","age",0.812,0.853,0.697,0.001,0.001,0.001,"**","***","***"
"SWMBE12","B30","LED",-0.014,-0.203,-0.087,0.972,0.601,0.75,"","",""
"SWMBE12","B30","severity",0.491,0.643,0.455,0.105,0.028,0.045,"","*","*"
"SWMBE12","B30","fivedasc_util_total",0.016,0.056,0.03,0.962,0.869,0.947,"","",""
"SWMBE12","B30","fivedasc_sprit_total",0.031,0.056,0.03,0.923,0.869,0.947,"","",""
"SWMBE12","B30","fivedasc_bliss_total",0.128,0.238,0.152,0.692,0.457,0.545,"","",""
"SWMBE12","B30","fivedasc_insight_total",0.004,0.168,0.121,0.991,0.604,0.638,"","",""
"SWMBE12","B30","fivedasc_dis_total",-0.128,-0.056,-0.091,0.692,0.869,0.737,"","",""
"SWMBE12","B30","fivedasc_imp_total",0.018,0.084,0,0.955,0.8,1,"","",""
"SWMBE12","B30","fivedasc_anx_total",-0.073,0.035,-0.03,0.821,0.921,0.947,"","",""
"SWMBE12","B30","fivedasc_cimg_total",0.047,-0.063,-0.015,0.885,0.846,0.945,"","",""
"SWMBE12","B30","fivedasc_eimg_total",-0.119,-0.077,-0.091,0.714,0.817,0.737,"","",""
"SWMBE12","B30","fivedasc_av_total",-0.325,-0.35,-0.273,0.302,0.266,0.25,"","",""
"SWMBE12","B30","fivedasc_per_total",-0.22,0.119,0.121,0.493,0.716,0.638,"","",""
"SWMBE12","B30","boundlessMean",0.049,0.07,0.061,0.881,0.834,0.841,"","",""
"SWMBE12","B30","anxiousEgoMean",-0.121,0.063,0,0.708,0.852,1,"","",""
"SWMBE12","B30","visionaryMean",-0.229,-0.245,-0.152,0.474,0.444,0.545,"","",""
"SWMBE12","B7","age",0.451,0.561,0.431,0.141,0.058,0.054,"","",""
"SWMBE12","B7","LED",-0.243,-0.511,-0.448,0.528,0.16,0.108,"","",""
"SWMBE12","B7","severity",0.541,0.67,0.523,0.07,0.017,0.019,"","*","*"
"SWMBE12","B7","fivedasc_util_total",0.256,0.039,0.092,0.422,0.905,0.679,"","",""
"SWMBE12","B7","fivedasc_sprit_total",0.257,0.056,0.092,0.421,0.862,0.679,"","",""
"SWMBE12","B7","fivedasc_bliss_total",0.324,0.091,0.092,0.304,0.778,0.679,"","",""
"SWMBE12","B7","fivedasc_insight_total",0.363,0.123,0.123,0.247,0.704,0.582,"","",""
"SWMBE12","B7","fivedasc_dis_total",0.557,0.225,0.154,0.06,0.483,0.491,"","",""
"SWMBE12","B7","fivedasc_imp_total",0.014,0.091,0.031,0.967,0.778,0.89,"","",""
"SWMBE12","B7","fivedasc_anx_total",-0.005,-0.021,-0.062,0.987,0.948,0.783,"","",""
"SWMBE12","B7","fivedasc_cimg_total",0.005,-0.329,-0.295,0.988,0.297,0.189,"","",""
"SWMBE12","B7","fivedasc_eimg_total",-0.057,-0.116,-0.092,0.861,0.72,0.679,"","",""
"SWMBE12","B7","fivedasc_av_total",-0.331,-0.439,-0.339,0.294,0.154,0.13,"","",""
"SWMBE12","B7","fivedasc_per_total",0.229,0.119,0.062,0.475,0.712,0.783,"","",""
"SWMBE12","B7","boundlessMean",0.307,0.021,0.062,0.331,0.948,0.783,"","",""
"SWMBE12","B7","anxiousEgoMean",0.407,0.116,0.092,0.19,0.72,0.679,"","",""
"SWMBE12","B7","visionaryMean",-0.055,-0.316,-0.215,0.865,0.317,0.335,"","",""
"SWMBE12","bsl","age",0.625,0.596,0.523,0.03,0.041,0.019,"*","*","*"
